,Country 1,Country 2,Similarity
0,Austria,Belgium,0.04965793819297004
1,Austria,Bulgaria,0.04965793819297004
2,Austria,Croatia,0.04965793819297004
3,Austria,Cyprus,0.04965793819297004
4,Austria,Czech Republic,0.04965793819297004
5,Austria,Denmark,0.04965793819297004
6,Austria,Estonia,0.04965793819297004
7,Austria,Finland,0.04965793819297004
8,Austria,France,0.04965793819297004
9,Austria,Germany,0.04965793819297004
10,Austria,Greece,0.04965793819297004
11,Austria,Hungary,0.04965793819297004
12,Austria,Ireland,0.04965793819297004
13,Austria,Italy,0.04965793819297004
14,Austria,Latvia,0.04965793819297004
15,Austria,Lithuania,0.04965793819297004
16,Austria,Luxembourg,0.04965793819297004
17,Austria,Malta,0.04965793819297004
18,Austria,Netherlands,0.04965793819297004
19,Austria,Poland,0.04965793819297004
20,Austria,Portugal,0.04965793819297004
21,Austria,Romania,0.04965793819297004
22,Austria,Slovakia,0.04965793819297004
23,Austria,Slovenia,0.04965793819297004
24,Austria,Spain,0.04965793819297004
25,Austria,Sweden,0.04965793819297004
26,Austria,United Kingdom,0.04965793819297004
27,Austria,Iceland,0.04965793819297004
28,Austria,Lichtenstein,0.04965793819297004
29,Austria,Norway,0.04965793819297004
30,Austria,China,0.0018479201069434615
31,Austria,India,0.0
32,Austria,Iraq,0.0
33,Austria,Pakistan,0.0
34,Austria,Russia,0.0
35,Austria,Saudi Arabia,0.0
36,Austria,United Arab Emirates,0.00011795234725171031
37,Belgium,Austria,0.04965793819297004
38,Belgium,Bulgaria,0.04965793819297004
39,Belgium,Croatia,0.04965793819297004
40,Belgium,Cyprus,0.04965793819297004
41,Belgium,Czech Republic,0.04965793819297004
42,Belgium,Denmark,0.04965793819297004
43,Belgium,Estonia,0.04965793819297004
44,Belgium,Finland,0.04965793819297004
45,Belgium,France,0.04965793819297004
46,Belgium,Germany,0.04965793819297004
47,Belgium,Greece,0.04965793819297004
48,Belgium,Hungary,0.04965793819297004
49,Belgium,Ireland,0.04965793819297004
50,Belgium,Italy,0.04965793819297004
51,Belgium,Latvia,0.04965793819297004
52,Belgium,Lithuania,0.04965793819297004
53,Belgium,Luxembourg,0.04965793819297004
54,Belgium,Malta,0.04965793819297004
55,Belgium,Netherlands,0.04965793819297004
56,Belgium,Poland,0.04965793819297004
57,Belgium,Portugal,0.04965793819297004
58,Belgium,Romania,0.04965793819297004
59,Belgium,Slovakia,0.04965793819297004
60,Belgium,Slovenia,0.04965793819297004
61,Belgium,Spain,0.04965793819297004
62,Belgium,Sweden,0.04965793819297004
63,Belgium,United Kingdom,0.04965793819297004
64,Belgium,Iceland,0.04965793819297004
65,Belgium,Lichtenstein,0.04965793819297004
66,Belgium,Norway,0.04965793819297004
67,Belgium,China,0.0018479201069434615
68,Belgium,India,0.0
69,Belgium,Iraq,0.0
70,Belgium,Pakistan,0.0
71,Belgium,Russia,0.0
72,Belgium,Saudi Arabia,0.0
73,Belgium,United Arab Emirates,0.00011795234725171031
74,Bulgaria,Austria,0.04965793819297004
75,Bulgaria,Belgium,0.04965793819297004
76,Bulgaria,Croatia,0.04965793819297004
77,Bulgaria,Cyprus,0.04965793819297004
78,Bulgaria,Czech Republic,0.04965793819297004
79,Bulgaria,Denmark,0.04965793819297004
80,Bulgaria,Estonia,0.04965793819297004
81,Bulgaria,Finland,0.04965793819297004
82,Bulgaria,France,0.04965793819297004
83,Bulgaria,Germany,0.04965793819297004
84,Bulgaria,Greece,0.04965793819297004
85,Bulgaria,Hungary,0.04965793819297004
86,Bulgaria,Ireland,0.04965793819297004
87,Bulgaria,Italy,0.04965793819297004
88,Bulgaria,Latvia,0.04965793819297004
89,Bulgaria,Lithuania,0.04965793819297004
90,Bulgaria,Luxembourg,0.04965793819297004
91,Bulgaria,Malta,0.04965793819297004
92,Bulgaria,Netherlands,0.04965793819297004
93,Bulgaria,Poland,0.04965793819297004
94,Bulgaria,Portugal,0.04965793819297004
95,Bulgaria,Romania,0.04965793819297004
96,Bulgaria,Slovakia,0.04965793819297004
97,Bulgaria,Slovenia,0.04965793819297004
98,Bulgaria,Spain,0.04965793819297004
99,Bulgaria,Sweden,0.04965793819297004
100,Bulgaria,United Kingdom,0.04965793819297004
101,Bulgaria,Iceland,0.04965793819297004
102,Bulgaria,Lichtenstein,0.04965793819297004
103,Bulgaria,Norway,0.04965793819297004
104,Bulgaria,China,0.0018479201069434615
105,Bulgaria,India,0.0
106,Bulgaria,Iraq,0.0
107,Bulgaria,Pakistan,0.0
108,Bulgaria,Russia,0.0
109,Bulgaria,Saudi Arabia,0.0
110,Bulgaria,United Arab Emirates,0.00011795234725171031
111,Croatia,Austria,0.04965793819297004
112,Croatia,Belgium,0.04965793819297004
113,Croatia,Bulgaria,0.04965793819297004
114,Croatia,Cyprus,0.04965793819297004
115,Croatia,Czech Republic,0.04965793819297004
116,Croatia,Denmark,0.04965793819297004
117,Croatia,Estonia,0.04965793819297004
118,Croatia,Finland,0.04965793819297004
119,Croatia,France,0.04965793819297004
120,Croatia,Germany,0.04965793819297004
121,Croatia,Greece,0.04965793819297004
122,Croatia,Hungary,0.04965793819297004
123,Croatia,Ireland,0.04965793819297004
124,Croatia,Italy,0.04965793819297004
125,Croatia,Latvia,0.04965793819297004
126,Croatia,Lithuania,0.04965793819297004
127,Croatia,Luxembourg,0.04965793819297004
128,Croatia,Malta,0.04965793819297004
129,Croatia,Netherlands,0.04965793819297004
130,Croatia,Poland,0.04965793819297004
131,Croatia,Portugal,0.04965793819297004
132,Croatia,Romania,0.04965793819297004
133,Croatia,Slovakia,0.04965793819297004
134,Croatia,Slovenia,0.04965793819297004
135,Croatia,Spain,0.04965793819297004
136,Croatia,Sweden,0.04965793819297004
137,Croatia,United Kingdom,0.04965793819297004
138,Croatia,Iceland,0.04965793819297004
139,Croatia,Lichtenstein,0.04965793819297004
140,Croatia,Norway,0.04965793819297004
141,Croatia,China,0.0018479201069434615
142,Croatia,India,0.0
143,Croatia,Iraq,0.0
144,Croatia,Pakistan,0.0
145,Croatia,Russia,0.0
146,Croatia,Saudi Arabia,0.0
147,Croatia,United Arab Emirates,0.00011795234725171031
148,Cyprus,Austria,0.04965793819297004
149,Cyprus,Belgium,0.04965793819297004
150,Cyprus,Bulgaria,0.04965793819297004
151,Cyprus,Croatia,0.04965793819297004
152,Cyprus,Czech Republic,0.04965793819297004
153,Cyprus,Denmark,0.04965793819297004
154,Cyprus,Estonia,0.04965793819297004
155,Cyprus,Finland,0.04965793819297004
156,Cyprus,France,0.04965793819297004
157,Cyprus,Germany,0.04965793819297004
158,Cyprus,Greece,0.04965793819297004
159,Cyprus,Hungary,0.04965793819297004
160,Cyprus,Ireland,0.04965793819297004
161,Cyprus,Italy,0.04965793819297004
162,Cyprus,Latvia,0.04965793819297004
163,Cyprus,Lithuania,0.04965793819297004
164,Cyprus,Luxembourg,0.04965793819297004
165,Cyprus,Malta,0.04965793819297004
166,Cyprus,Netherlands,0.04965793819297004
167,Cyprus,Poland,0.04965793819297004
168,Cyprus,Portugal,0.04965793819297004
169,Cyprus,Romania,0.04965793819297004
170,Cyprus,Slovakia,0.04965793819297004
171,Cyprus,Slovenia,0.04965793819297004
172,Cyprus,Spain,0.04965793819297004
173,Cyprus,Sweden,0.04965793819297004
174,Cyprus,United Kingdom,0.04965793819297004
175,Cyprus,Iceland,0.04965793819297004
176,Cyprus,Lichtenstein,0.04965793819297004
177,Cyprus,Norway,0.04965793819297004
178,Cyprus,China,0.0018479201069434615
179,Cyprus,India,0.0
180,Cyprus,Iraq,0.0
181,Cyprus,Pakistan,0.0
182,Cyprus,Russia,0.0
183,Cyprus,Saudi Arabia,0.0
184,Cyprus,United Arab Emirates,0.00011795234725171031
185,Czech Republic,Austria,0.04965793819297004
186,Czech Republic,Belgium,0.04965793819297004
187,Czech Republic,Bulgaria,0.04965793819297004
188,Czech Republic,Croatia,0.04965793819297004
189,Czech Republic,Cyprus,0.04965793819297004
190,Czech Republic,Denmark,0.04965793819297004
191,Czech Republic,Estonia,0.04965793819297004
192,Czech Republic,Finland,0.04965793819297004
193,Czech Republic,France,0.04965793819297004
194,Czech Republic,Germany,0.04965793819297004
195,Czech Republic,Greece,0.04965793819297004
196,Czech Republic,Hungary,0.04965793819297004
197,Czech Republic,Ireland,0.04965793819297004
198,Czech Republic,Italy,0.04965793819297004
199,Czech Republic,Latvia,0.04965793819297004
200,Czech Republic,Lithuania,0.04965793819297004
201,Czech Republic,Luxembourg,0.04965793819297004
202,Czech Republic,Malta,0.04965793819297004
203,Czech Republic,Netherlands,0.04965793819297004
204,Czech Republic,Poland,0.04965793819297004
205,Czech Republic,Portugal,0.04965793819297004
206,Czech Republic,Romania,0.04965793819297004
207,Czech Republic,Slovakia,0.04965793819297004
208,Czech Republic,Slovenia,0.04965793819297004
209,Czech Republic,Spain,0.04965793819297004
210,Czech Republic,Sweden,0.04965793819297004
211,Czech Republic,United Kingdom,0.04965793819297004
212,Czech Republic,Iceland,0.04965793819297004
213,Czech Republic,Lichtenstein,0.04965793819297004
214,Czech Republic,Norway,0.04965793819297004
215,Czech Republic,China,0.0018479201069434615
216,Czech Republic,India,0.0
217,Czech Republic,Iraq,0.0
218,Czech Republic,Pakistan,0.0
219,Czech Republic,Russia,0.0
220,Czech Republic,Saudi Arabia,0.0
221,Czech Republic,United Arab Emirates,0.00011795234725171031
222,Denmark,Austria,0.04965793819297004
223,Denmark,Belgium,0.04965793819297004
224,Denmark,Bulgaria,0.04965793819297004
225,Denmark,Croatia,0.04965793819297004
226,Denmark,Cyprus,0.04965793819297004
227,Denmark,Czech Republic,0.04965793819297004
228,Denmark,Estonia,0.04965793819297004
229,Denmark,Finland,0.04965793819297004
230,Denmark,France,0.04965793819297004
231,Denmark,Germany,0.04965793819297004
232,Denmark,Greece,0.04965793819297004
233,Denmark,Hungary,0.04965793819297004
234,Denmark,Ireland,0.04965793819297004
235,Denmark,Italy,0.04965793819297004
236,Denmark,Latvia,0.04965793819297004
237,Denmark,Lithuania,0.04965793819297004
238,Denmark,Luxembourg,0.04965793819297004
239,Denmark,Malta,0.04965793819297004
240,Denmark,Netherlands,0.04965793819297004
241,Denmark,Poland,0.04965793819297004
242,Denmark,Portugal,0.04965793819297004
243,Denmark,Romania,0.04965793819297004
244,Denmark,Slovakia,0.04965793819297004
245,Denmark,Slovenia,0.04965793819297004
246,Denmark,Spain,0.04965793819297004
247,Denmark,Sweden,0.04965793819297004
248,Denmark,United Kingdom,0.04965793819297004
249,Denmark,Iceland,0.04965793819297004
250,Denmark,Lichtenstein,0.04965793819297004
251,Denmark,Norway,0.04965793819297004
252,Denmark,China,0.0018479201069434615
253,Denmark,India,0.0
254,Denmark,Iraq,0.0
255,Denmark,Pakistan,0.0
256,Denmark,Russia,0.0
257,Denmark,Saudi Arabia,0.0
258,Denmark,United Arab Emirates,0.00011795234725171031
259,Estonia,Austria,0.04965793819297004
260,Estonia,Belgium,0.04965793819297004
