,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
476,United Arab Emirates,China,117,24537,15911,0.004768309084240127,0.007353403305889007
477,United Arab Emirates,Austria,3,24537,1361,0.00012226433549333658,0.002204261572373255
478,United Arab Emirates,Belgium,3,24537,1361,0.00012226433549333658,0.002204261572373255
479,United Arab Emirates,Bulgaria,3,24537,1361,0.00012226433549333658,0.002204261572373255
480,United Arab Emirates,Croatia,3,24537,1361,0.00012226433549333658,0.002204261572373255
481,United Arab Emirates,Cyprus,3,24537,1361,0.00012226433549333658,0.002204261572373255
482,United Arab Emirates,Czech Republic,3,24537,1361,0.00012226433549333658,0.002204261572373255
483,United Arab Emirates,Denmark,3,24537,1361,0.00012226433549333658,0.002204261572373255
484,United Arab Emirates,Estonia,3,24537,1361,0.00012226433549333658,0.002204261572373255
485,United Arab Emirates,Finland,3,24537,1361,0.00012226433549333658,0.002204261572373255
486,United Arab Emirates,France,3,24537,1361,0.00012226433549333658,0.002204261572373255
487,United Arab Emirates,Germany,3,24537,1361,0.00012226433549333658,0.002204261572373255
488,United Arab Emirates,Greece,3,24537,1361,0.00012226433549333658,0.002204261572373255
489,United Arab Emirates,Hungary,3,24537,1361,0.00012226433549333658,0.002204261572373255
490,United Arab Emirates,Ireland,3,24537,1361,0.00012226433549333658,0.002204261572373255
491,United Arab Emirates,Italy,3,24537,1361,0.00012226433549333658,0.002204261572373255
492,United Arab Emirates,Latvia,3,24537,1361,0.00012226433549333658,0.002204261572373255
493,United Arab Emirates,Lithuania,3,24537,1361,0.00012226433549333658,0.002204261572373255
494,United Arab Emirates,Luxembourg,3,24537,1361,0.00012226433549333658,0.002204261572373255
495,United Arab Emirates,Malta,3,24537,1361,0.00012226433549333658,0.002204261572373255
496,United Arab Emirates,Netherlands,3,24537,1361,0.00012226433549333658,0.002204261572373255
497,United Arab Emirates,Poland,3,24537,1361,0.00012226433549333658,0.002204261572373255
498,United Arab Emirates,Portugal,3,24537,1361,0.00012226433549333658,0.002204261572373255
499,United Arab Emirates,Romania,3,24537,1361,0.00012226433549333658,0.002204261572373255
500,United Arab Emirates,Slovakia,3,24537,1361,0.00012226433549333658,0.002204261572373255
501,United Arab Emirates,Slovenia,3,24537,1361,0.00012226433549333658,0.002204261572373255
502,United Arab Emirates,Spain,3,24537,1361,0.00012226433549333658,0.002204261572373255
503,United Arab Emirates,Sweden,3,24537,1361,0.00012226433549333658,0.002204261572373255
504,United Arab Emirates,United Kingdom,3,24537,1361,0.00012226433549333658,0.002204261572373255
505,United Arab Emirates,Iceland,3,24537,1361,0.00012226433549333658,0.002204261572373255
506,United Arab Emirates,Lichtenstein,3,24537,1361,0.00012226433549333658,0.002204261572373255
507,United Arab Emirates,Norway,3,24537,1361,0.00012226433549333658,0.002204261572373255
508,United Arab Emirates,India,9,24537,20,0.0003667930064800098,0.45
509,United Arab Emirates,Iraq,2,24537,21,8.150955699555773e-05,0.09523809523809523
510,United Arab Emirates,Pakistan,63,24537,598,0.0025675510453600685,0.10535117056856187
511,United Arab Emirates,Russia,25,24537,5184,0.0010188694624444715,0.004822530864197531
512,United Arab Emirates,Saudi Arabia,41,24537,1380,0.0016709459184089334,0.029710144927536233
