,0,1,2
0,https://www.willcoxrangenews.com,Toronto,Y
1,https://www.willcoxrangenews.com,New York,Y
2,https://www.willcoxrangenews.com,Tampa,Y
3,https://www.willcoxrangenews.com,Vancouver,Y
4,https://www.willcoxrangenews.com,Seattle,Y
5,https://www.willcoxrangenews.com,San Diego,Y
6,https://www.willcoxrangenews.com,Los Angeles,Y
7,https://www.willcoxrangenews.com,Guadalajara,Y
8,https://www.willcoxrangenews.com,Honolulu,Y
9,https://www.willcoxrangenews.com,Milan,Y
10,https://www.willcoxrangenews.com,Salzburg,Y
11,https://www.willcoxrangenews.com,Tokyo,Y
12,https://www.willcoxrangenews.com,Tel Aviv,Y
13,https://www.willcoxrangenews.com,Hong Kong,Y
14,https://www.willcoxrangenews.com,Buenos Aires,Y
15,https://www.willcoxrangenews.com,New Delhi,Y
16,https://www.willcoxrangenews.com,Auckland,Y
17,https://www.willcoxrangenews.com,Singapore,Y
18,https://www.willcoxrangenews.com,Seoul,Y
19,https://www.willcoxrangenews.com,Jakarta,Y
20,https://www.willcoxrangenews.com,Sydney,Y
21,https://www.willcoxrangenews.com,Beijing,Y
22,https://www.willcoxrangenews.com,Amsterdam,N
23,https://www.willcoxrangenews.com,Berlin,N
24,https://www.willcoxrangenews.com,Dublin,N
25,https://www.willcoxrangenews.com,Edinburgh,N
26,https://www.willcoxrangenews.com,Groningen,N
27,https://www.willcoxrangenews.com,Brussels,N
28,https://www.willcoxrangenews.com,Eindhoven,N
29,https://www.willcoxrangenews.com,Göteborg,N
30,https://www.willcoxrangenews.com,Frankfurt,N
31,https://www.willcoxrangenews.com,Leipzig,N
32,https://www.willcoxrangenews.com,Hamburg,N
33,https://www.willcoxrangenews.com,Haarlem,N
34,https://www.willcoxrangenews.com,Lelystad,N
35,https://www.willcoxrangenews.com,Lille,N
36,https://www.willcoxrangenews.com,London,N
37,https://www.willcoxrangenews.com,Paris,N
38,https://www.willcoxrangenews.com,Palermo,N
39,https://www.willcoxrangenews.com,Oslo,N
40,https://www.willcoxrangenews.com,Prague,N
41,https://www.willcoxrangenews.com,Rome,N
42,http://arlington.wickedlocal.com,New York,Y
43,http://arlington.wickedlocal.com,Toronto,Y
44,http://arlington.wickedlocal.com,Tampa,Y
45,http://arlington.wickedlocal.com,Seattle,Y
46,http://arlington.wickedlocal.com,Los Angeles,Y
47,http://arlington.wickedlocal.com,San Diego,Y
48,http://arlington.wickedlocal.com,Guadalajara,Y
49,http://arlington.wickedlocal.com,Vancouver,Y
50,http://arlington.wickedlocal.com,Tokyo,Y
51,http://arlington.wickedlocal.com,Tel Aviv,Y
52,http://arlington.wickedlocal.com,Honolulu,Y
53,http://arlington.wickedlocal.com,Hong Kong,Y
54,http://arlington.wickedlocal.com,Sydney,Y
55,http://arlington.wickedlocal.com,Auckland,Y
56,http://arlington.wickedlocal.com,Buenos Aires,Y
57,http://arlington.wickedlocal.com,Singapore,Y
58,http://arlington.wickedlocal.com,Jakarta,Y
59,http://arlington.wickedlocal.com,Beijing,Y
60,http://arlington.wickedlocal.com,Seoul,Y
61,http://arlington.wickedlocal.com,New Delhi,Y
62,http://arlington.wickedlocal.com,Berlin,N
63,http://arlington.wickedlocal.com,Frankfurt,N
64,http://arlington.wickedlocal.com,Dublin,N
65,http://arlington.wickedlocal.com,Groningen,N
66,http://arlington.wickedlocal.com,Haarlem,N
67,http://arlington.wickedlocal.com,London,N
68,http://arlington.wickedlocal.com,Lelystad,N
69,http://arlington.wickedlocal.com,Brussels,N
70,http://arlington.wickedlocal.com,Hamburg,N
71,http://arlington.wickedlocal.com,Eindhoven,N
72,http://arlington.wickedlocal.com,Oslo,N
73,http://arlington.wickedlocal.com,Paris,N
74,http://arlington.wickedlocal.com,Edinburgh,N
75,http://arlington.wickedlocal.com,Palermo,N
76,http://arlington.wickedlocal.com,Prague,N
77,http://arlington.wickedlocal.com,Amsterdam,N
78,http://arlington.wickedlocal.com,Rome,N
79,http://arlington.wickedlocal.com,Leipzig,N
80,http://arlington.wickedlocal.com,Lille,N
81,http://arlington.wickedlocal.com,Salzburg,N
82,http://arlington.wickedlocal.com,Milan,N
83,http://arlington.wickedlocal.com,Göteborg,N
84,https://www.ashepostandtimes.com,Toronto,Y
85,https://www.ashepostandtimes.com,New York,Y
86,https://www.ashepostandtimes.com,Tampa,Y
87,https://www.ashepostandtimes.com,Seattle,Y
88,https://www.ashepostandtimes.com,San Diego,Y
89,https://www.ashepostandtimes.com,Los Angeles,Y
90,https://www.ashepostandtimes.com,Oslo,Y
91,https://www.ashepostandtimes.com,Honolulu,Y
92,https://www.ashepostandtimes.com,Brussels,Y
93,https://www.ashepostandtimes.com,Prague,Y
94,https://www.ashepostandtimes.com,Hong Kong,Y
95,https://www.ashepostandtimes.com,Guadalajara,Y
96,https://www.ashepostandtimes.com,Vancouver,Y
97,https://www.ashepostandtimes.com,Tokyo,Y
98,https://www.ashepostandtimes.com,Seoul,Y
99,https://www.ashepostandtimes.com,Tel Aviv,Y
100,https://www.ashepostandtimes.com,New Delhi,Y
101,https://www.ashepostandtimes.com,Auckland,Y
102,https://www.ashepostandtimes.com,Sydney,Y
103,https://www.ashepostandtimes.com,Singapore,Y
104,https://www.ashepostandtimes.com,Jakarta,Y
105,https://www.ashepostandtimes.com,Buenos Aires,Y
106,https://www.ashepostandtimes.com,Beijing,Y
107,https://www.ashepostandtimes.com,Hamburg,N
108,https://www.ashepostandtimes.com,Edinburgh,N
109,https://www.ashepostandtimes.com,Berlin,N
110,https://www.ashepostandtimes.com,Dublin,N
111,https://www.ashepostandtimes.com,Groningen,N
112,https://www.ashepostandtimes.com,Amsterdam,N
113,https://www.ashepostandtimes.com,Eindhoven,N
114,https://www.ashepostandtimes.com,Haarlem,N
115,https://www.ashepostandtimes.com,Leipzig,N
116,https://www.ashepostandtimes.com,Göteborg,N
117,https://www.ashepostandtimes.com,Lelystad,N
118,https://www.ashepostandtimes.com,Frankfurt,N
119,https://www.ashepostandtimes.com,Lille,N
120,https://www.ashepostandtimes.com,Milan,N
121,https://www.ashepostandtimes.com,London,N
122,https://www.ashepostandtimes.com,Paris,N
123,https://www.ashepostandtimes.com,Palermo,N
124,https://www.ashepostandtimes.com,Salzburg,N
125,https://www.ashepostandtimes.com,Rome,N
126,http://www.ashleycountyledger.com,Toronto,Y
127,http://www.ashleycountyledger.com,New York,Y
128,http://www.ashleycountyledger.com,Tampa,Y
129,http://www.ashleycountyledger.com,Vancouver,Y
130,http://www.ashleycountyledger.com,Seattle,Y
131,http://www.ashleycountyledger.com,Los Angeles,Y
132,http://www.ashleycountyledger.com,San Diego,Y
133,http://www.ashleycountyledger.com,Honolulu,Y
134,http://www.ashleycountyledger.com,Göteborg,Y
135,http://www.ashleycountyledger.com,Salzburg,Y
136,http://www.ashleycountyledger.com,Guadalajara,Y
137,http://www.ashleycountyledger.com,São Paulo,Y
138,http://www.ashleycountyledger.com,Tokyo,Y
139,http://www.ashleycountyledger.com,Hong Kong,Y
140,http://www.ashleycountyledger.com,Tel Aviv,Y
141,http://www.ashleycountyledger.com,New Delhi,Y
142,http://www.ashleycountyledger.com,Jakarta,Y
143,http://www.ashleycountyledger.com,Auckland,Y
144,http://www.ashleycountyledger.com,Singapore,Y
145,http://www.ashleycountyledger.com,Seoul,Y
146,http://www.ashleycountyledger.com,Sydney,Y
147,http://www.ashleycountyledger.com,Buenos Aires,Y
148,http://www.ashleycountyledger.com,Beijing,Y
149,http://www.ashleycountyledger.com,Leipzig,N
150,http://www.ashleycountyledger.com,Hamburg,N
151,http://www.ashleycountyledger.com,Lelystad,N
152,http://www.ashleycountyledger.com,Berlin,N
153,http://www.ashleycountyledger.com,Haarlem,N
154,http://www.ashleycountyledger.com,Edinburgh,N
155,http://www.ashleycountyledger.com,Frankfurt,N
156,http://www.ashleycountyledger.com,Brussels,N
157,http://www.ashleycountyledger.com,Groningen,N
158,http://www.ashleycountyledger.com,Amsterdam,N
159,http://www.ashleycountyledger.com,Eindhoven,N
160,http://www.ashleycountyledger.com,Dublin,N
161,http://www.ashleycountyledger.com,London,N
162,http://www.ashleycountyledger.com,Lille,N
163,http://www.ashleycountyledger.com,Paris,N
164,http://www.ashleycountyledger.com,Prague,N
165,http://www.ashleycountyledger.com,Milan,N
166,http://www.ashleycountyledger.com,Oslo,N
167,http://www.ashleycountyledger.com,Palermo,N
168,http://www.ashleycountyledger.com,Rome,N
169,https://www.aspendailynews.com,New York,Y
170,https://www.aspendailynews.com,Toronto,Y
171,https://www.aspendailynews.com,Tampa,Y
172,https://www.aspendailynews.com,San Diego,Y
173,https://www.aspendailynews.com,London,Y
174,https://www.aspendailynews.com,Seattle,Y
175,https://www.aspendailynews.com,Brussels,Y
176,https://www.aspendailynews.com,Los Angeles,Y
177,https://www.aspendailynews.com,Haarlem,Y
178,https://www.aspendailynews.com,Amsterdam,Y
179,https://www.aspendailynews.com,Lelystad,Y
180,https://www.aspendailynews.com,Vancouver,Y
181,https://www.aspendailynews.com,Groningen,Y
182,https://www.aspendailynews.com,Lille,Y
183,https://www.aspendailynews.com,Frankfurt,Y
184,https://www.aspendailynews.com,Eindhoven,Y
185,https://www.aspendailynews.com,Paris,Y
186,https://www.aspendailynews.com,Edinburgh,Y
187,https://www.aspendailynews.com,Berlin,Y
188,https://www.aspendailynews.com,Hamburg,Y
189,https://www.aspendailynews.com,Dublin,Y
190,https://www.aspendailynews.com,Oslo,Y
191,https://www.aspendailynews.com,Prague,Y
192,https://www.aspendailynews.com,Leipzig,Y
193,https://www.aspendailynews.com,Milan,Y
194,https://www.aspendailynews.com,Göteborg,Y
195,https://www.aspendailynews.com,Honolulu,Y
196,https://www.aspendailynews.com,Palermo,Y
197,https://www.aspendailynews.com,Guadalajara,Y
198,https://www.aspendailynews.com,Rome,Y
199,https://www.aspendailynews.com,Salzburg,Y
200,https://www.aspendailynews.com,Tel Aviv,Y
201,https://www.aspendailynews.com,Tokyo,Y
202,https://www.aspendailynews.com,Hong Kong,Y
203,https://www.aspendailynews.com,New Delhi,Y
204,https://www.aspendailynews.com,Sydney,Y
205,https://www.aspendailynews.com,Jakarta,Y
206,https://www.aspendailynews.com,Buenos Aires,Y
207,https://www.aspendailynews.com,Singapore,Y
208,https://www.aspendailynews.com,Seoul,Y
209,https://www.aspendailynews.com,Auckland,Y
210,https://www.aspendailynews.com,Beijing,Y
211,http://www.atchisonglobenow.com,New York,Y
212,http://www.atchisonglobenow.com,Toronto,Y
213,http://www.atchisonglobenow.com,Tampa,Y
214,http://www.atchisonglobenow.com,San Diego,Y
215,http://www.atchisonglobenow.com,Los Angeles,Y
216,http://www.atchisonglobenow.com,Vancouver,Y
217,http://www.atchisonglobenow.com,Seattle,Y
218,http://www.atchisonglobenow.com,Dublin,Y
219,http://www.atchisonglobenow.com,Salzburg,Y
220,http://www.atchisonglobenow.com,Oslo,Y
221,http://www.atchisonglobenow.com,Honolulu,Y
222,http://www.atchisonglobenow.com,Guadalajara,Y
223,http://www.atchisonglobenow.com,Tel Aviv,Y
224,http://www.atchisonglobenow.com,Tokyo,Y
225,http://www.atchisonglobenow.com,Hong Kong,Y
226,http://www.atchisonglobenow.com,New Delhi,Y
227,http://www.atchisonglobenow.com,Seoul,Y
228,http://www.atchisonglobenow.com,Sydney,Y
229,http://www.atchisonglobenow.com,Buenos Aires,Y
230,http://www.atchisonglobenow.com,Jakarta,Y
231,http://www.atchisonglobenow.com,Singapore,Y
232,http://www.atchisonglobenow.com,Auckland,Y
233,http://www.atchisonglobenow.com,Beijing,Y
234,http://www.atchisonglobenow.com,Amsterdam,N
235,http://www.atchisonglobenow.com,Brussels,N
236,http://www.atchisonglobenow.com,Berlin,N
237,http://www.atchisonglobenow.com,Leipzig,N
238,http://www.atchisonglobenow.com,Edinburgh,N
239,http://www.atchisonglobenow.com,Hamburg,N
240,http://www.atchisonglobenow.com,Göteborg,N
241,http://www.atchisonglobenow.com,Eindhoven,N
242,http://www.atchisonglobenow.com,Lelystad,N
243,http://www.atchisonglobenow.com,Frankfurt,N
244,http://www.atchisonglobenow.com,Haarlem,N
245,http://www.atchisonglobenow.com,Groningen,N
246,http://www.atchisonglobenow.com,Lille,N
247,http://www.atchisonglobenow.com,London,N
248,http://www.atchisonglobenow.com,Milan,N
249,http://www.atchisonglobenow.com,Palermo,N
250,http://www.atchisonglobenow.com,Prague,N
251,http://www.atchisonglobenow.com,Rome,N
252,http://www.atchisonglobenow.com,Paris,N
253,https://www.onlineathens.com,Tampa,Y
254,https://www.onlineathens.com,Toronto,Y
255,https://www.onlineathens.com,New York,Y
256,https://www.onlineathens.com,Los Angeles,Y
257,https://www.onlineathens.com,Vancouver,Y
258,https://www.onlineathens.com,Seattle,Y
259,https://www.onlineathens.com,Guadalajara,Y
260,https://www.onlineathens.com,San Diego,Y
261,https://www.onlineathens.com,Honolulu,Y
262,https://www.onlineathens.com,Buenos Aires,Y
263,https://www.onlineathens.com,Tokyo,Y
264,https://www.onlineathens.com,Tel Aviv,Y
265,https://www.onlineathens.com,Auckland,Y
266,https://www.onlineathens.com,Singapore,Y
267,https://www.onlineathens.com,Hong Kong,Y
268,https://www.onlineathens.com,Sydney,Y
269,https://www.onlineathens.com,Jakarta,Y
270,https://www.onlineathens.com,Seoul,Y
