,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
1,China,Austria,47,15911,1361,0.00295393124253661,0.034533431300514325
2,China,Belgium,47,15911,1361,0.00295393124253661,0.034533431300514325
3,China,Bulgaria,47,15911,1361,0.00295393124253661,0.034533431300514325
4,China,Croatia,47,15911,1361,0.00295393124253661,0.034533431300514325
5,China,Cyprus,47,15911,1361,0.00295393124253661,0.034533431300514325
6,China,Czech Republic,47,15911,1361,0.00295393124253661,0.034533431300514325
7,China,Denmark,47,15911,1361,0.00295393124253661,0.034533431300514325
8,China,Estonia,47,15911,1361,0.00295393124253661,0.034533431300514325
9,China,Finland,47,15911,1361,0.00295393124253661,0.034533431300514325
10,China,France,47,15911,1361,0.00295393124253661,0.034533431300514325
11,China,Germany,47,15911,1361,0.00295393124253661,0.034533431300514325
12,China,Greece,47,15911,1361,0.00295393124253661,0.034533431300514325
13,China,Hungary,47,15911,1361,0.00295393124253661,0.034533431300514325
14,China,Ireland,47,15911,1361,0.00295393124253661,0.034533431300514325
15,China,Italy,47,15911,1361,0.00295393124253661,0.034533431300514325
16,China,Latvia,47,15911,1361,0.00295393124253661,0.034533431300514325
17,China,Lithuania,47,15911,1361,0.00295393124253661,0.034533431300514325
18,China,Luxembourg,47,15911,1361,0.00295393124253661,0.034533431300514325
19,China,Malta,47,15911,1361,0.00295393124253661,0.034533431300514325
20,China,Netherlands,47,15911,1361,0.00295393124253661,0.034533431300514325
21,China,Poland,47,15911,1361,0.00295393124253661,0.034533431300514325
22,China,Portugal,47,15911,1361,0.00295393124253661,0.034533431300514325
23,China,Romania,47,15911,1361,0.00295393124253661,0.034533431300514325
24,China,Slovakia,47,15911,1361,0.00295393124253661,0.034533431300514325
25,China,Slovenia,47,15911,1361,0.00295393124253661,0.034533431300514325
26,China,Spain,47,15911,1361,0.00295393124253661,0.034533431300514325
27,China,Sweden,47,15911,1361,0.00295393124253661,0.034533431300514325
28,China,United Kingdom,47,15911,1361,0.00295393124253661,0.034533431300514325
29,China,Iceland,47,15911,1361,0.00295393124253661,0.034533431300514325
30,China,Lichtenstein,47,15911,1361,0.00295393124253661,0.034533431300514325
31,China,Norway,47,15911,1361,0.00295393124253661,0.034533431300514325
32,China,India,0,15911,20,0.0,0.0
33,China,Iraq,0,15911,21,0.0,0.0
34,China,Pakistan,9,15911,598,0.0005656464081453083,0.015050167224080268
35,China,Russia,9,15911,5184,0.0005656464081453083,0.001736111111111111
36,China,Saudi Arabia,86,15911,1380,0.005405065677832946,0.06231884057971015
37,China,United Arab Emirates,117,15911,24537,0.007353403305889007,0.004768309084240127
