,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
62,Slovenia,China,47,1361,15911,0.034533431300514325,0.00295393124253661
813,Slovenia,Austria,1263,1361,1361,0.9279941219691403,0.9279941219691403
814,Slovenia,Belgium,1263,1361,1361,0.9279941219691403,0.9279941219691403
815,Slovenia,Bulgaria,1263,1361,1361,0.9279941219691403,0.9279941219691403
816,Slovenia,Croatia,1263,1361,1361,0.9279941219691403,0.9279941219691403
817,Slovenia,Cyprus,1263,1361,1361,0.9279941219691403,0.9279941219691403
818,Slovenia,Czech Republic,1263,1361,1361,0.9279941219691403,0.9279941219691403
819,Slovenia,Denmark,1263,1361,1361,0.9279941219691403,0.9279941219691403
820,Slovenia,Estonia,1263,1361,1361,0.9279941219691403,0.9279941219691403
821,Slovenia,Finland,1263,1361,1361,0.9279941219691403,0.9279941219691403
822,Slovenia,France,1263,1361,1361,0.9279941219691403,0.9279941219691403
823,Slovenia,Germany,1263,1361,1361,0.9279941219691403,0.9279941219691403
824,Slovenia,Greece,1263,1361,1361,0.9279941219691403,0.9279941219691403
825,Slovenia,Hungary,1263,1361,1361,0.9279941219691403,0.9279941219691403
826,Slovenia,Ireland,1263,1361,1361,0.9279941219691403,0.9279941219691403
827,Slovenia,Italy,1263,1361,1361,0.9279941219691403,0.9279941219691403
828,Slovenia,Latvia,1263,1361,1361,0.9279941219691403,0.9279941219691403
829,Slovenia,Lithuania,1263,1361,1361,0.9279941219691403,0.9279941219691403
830,Slovenia,Luxembourg,1263,1361,1361,0.9279941219691403,0.9279941219691403
831,Slovenia,Malta,1263,1361,1361,0.9279941219691403,0.9279941219691403
832,Slovenia,Netherlands,1263,1361,1361,0.9279941219691403,0.9279941219691403
833,Slovenia,Poland,1263,1361,1361,0.9279941219691403,0.9279941219691403
834,Slovenia,Portugal,1263,1361,1361,0.9279941219691403,0.9279941219691403
835,Slovenia,Romania,1263,1361,1361,0.9279941219691403,0.9279941219691403
836,Slovenia,Slovakia,1263,1361,1361,0.9279941219691403,0.9279941219691403
838,Slovenia,Spain,1263,1361,1361,0.9279941219691403,0.9279941219691403
839,Slovenia,Sweden,1263,1361,1361,0.9279941219691403,0.9279941219691403
840,Slovenia,United Kingdom,1263,1361,1361,0.9279941219691403,0.9279941219691403
841,Slovenia,Iceland,1263,1361,1361,0.9279941219691403,0.9279941219691403
842,Slovenia,Lichtenstein,1263,1361,1361,0.9279941219691403,0.9279941219691403
843,Slovenia,Norway,1263,1361,1361,0.9279941219691403,0.9279941219691403
1085,Slovenia,India,0,1361,20,0.0,0.0
1116,Slovenia,Iraq,0,1361,21,0.0,0.0
1147,Slovenia,Pakistan,0,1361,598,0.0,0.0
1178,Slovenia,Russia,0,1361,5184,0.0,0.0
1209,Slovenia,Saudi Arabia,0,1361,1380,0.0,0.0
1240,Slovenia,United Arab Emirates,3,1361,24537,0.002204261572373255,0.00012226433549333658
