,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
54,Lithuania,China,47,1361,15911,0.034533431300514325,0.00295393124253661
565,Lithuania,Austria,1263,1361,1361,0.9279941219691403,0.9279941219691403
566,Lithuania,Belgium,1263,1361,1361,0.9279941219691403,0.9279941219691403
567,Lithuania,Bulgaria,1263,1361,1361,0.9279941219691403,0.9279941219691403
568,Lithuania,Croatia,1263,1361,1361,0.9279941219691403,0.9279941219691403
569,Lithuania,Cyprus,1263,1361,1361,0.9279941219691403,0.9279941219691403
570,Lithuania,Czech Republic,1263,1361,1361,0.9279941219691403,0.9279941219691403
571,Lithuania,Denmark,1263,1361,1361,0.9279941219691403,0.9279941219691403
572,Lithuania,Estonia,1263,1361,1361,0.9279941219691403,0.9279941219691403
573,Lithuania,Finland,1263,1361,1361,0.9279941219691403,0.9279941219691403
574,Lithuania,France,1263,1361,1361,0.9279941219691403,0.9279941219691403
575,Lithuania,Germany,1263,1361,1361,0.9279941219691403,0.9279941219691403
576,Lithuania,Greece,1263,1361,1361,0.9279941219691403,0.9279941219691403
577,Lithuania,Hungary,1263,1361,1361,0.9279941219691403,0.9279941219691403
578,Lithuania,Ireland,1263,1361,1361,0.9279941219691403,0.9279941219691403
579,Lithuania,Italy,1263,1361,1361,0.9279941219691403,0.9279941219691403
580,Lithuania,Latvia,1263,1361,1361,0.9279941219691403,0.9279941219691403
582,Lithuania,Luxembourg,1263,1361,1361,0.9279941219691403,0.9279941219691403
583,Lithuania,Malta,1263,1361,1361,0.9279941219691403,0.9279941219691403
584,Lithuania,Netherlands,1263,1361,1361,0.9279941219691403,0.9279941219691403
585,Lithuania,Poland,1263,1361,1361,0.9279941219691403,0.9279941219691403
586,Lithuania,Portugal,1263,1361,1361,0.9279941219691403,0.9279941219691403
587,Lithuania,Romania,1263,1361,1361,0.9279941219691403,0.9279941219691403
588,Lithuania,Slovakia,1263,1361,1361,0.9279941219691403,0.9279941219691403
589,Lithuania,Slovenia,1263,1361,1361,0.9279941219691403,0.9279941219691403
590,Lithuania,Spain,1263,1361,1361,0.9279941219691403,0.9279941219691403
591,Lithuania,Sweden,1263,1361,1361,0.9279941219691403,0.9279941219691403
592,Lithuania,United Kingdom,1263,1361,1361,0.9279941219691403,0.9279941219691403
593,Lithuania,Iceland,1263,1361,1361,0.9279941219691403,0.9279941219691403
594,Lithuania,Lichtenstein,1263,1361,1361,0.9279941219691403,0.9279941219691403
595,Lithuania,Norway,1263,1361,1361,0.9279941219691403,0.9279941219691403
1077,Lithuania,India,0,1361,20,0.0,0.0
1108,Lithuania,Iraq,0,1361,21,0.0,0.0
1139,Lithuania,Pakistan,0,1361,598,0.0,0.0
1170,Lithuania,Russia,0,1361,5184,0.0,0.0
1201,Lithuania,Saudi Arabia,0,1361,1380,0.0,0.0
1232,Lithuania,United Arab Emirates,3,1361,24537,0.002204261572373255,0.00012226433549333658
