,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
52,Italy,China,47,1361,15911,0.034533431300514325,0.00295393124253661
503,Italy,Austria,1263,1361,1361,0.9279941219691403,0.9279941219691403
504,Italy,Belgium,1263,1361,1361,0.9279941219691403,0.9279941219691403
505,Italy,Bulgaria,1263,1361,1361,0.9279941219691403,0.9279941219691403
506,Italy,Croatia,1263,1361,1361,0.9279941219691403,0.9279941219691403
507,Italy,Cyprus,1263,1361,1361,0.9279941219691403,0.9279941219691403
508,Italy,Czech Republic,1263,1361,1361,0.9279941219691403,0.9279941219691403
509,Italy,Denmark,1263,1361,1361,0.9279941219691403,0.9279941219691403
510,Italy,Estonia,1263,1361,1361,0.9279941219691403,0.9279941219691403
511,Italy,Finland,1263,1361,1361,0.9279941219691403,0.9279941219691403
512,Italy,France,1263,1361,1361,0.9279941219691403,0.9279941219691403
513,Italy,Germany,1263,1361,1361,0.9279941219691403,0.9279941219691403
514,Italy,Greece,1263,1361,1361,0.9279941219691403,0.9279941219691403
515,Italy,Hungary,1263,1361,1361,0.9279941219691403,0.9279941219691403
516,Italy,Ireland,1263,1361,1361,0.9279941219691403,0.9279941219691403
518,Italy,Latvia,1263,1361,1361,0.9279941219691403,0.9279941219691403
519,Italy,Lithuania,1263,1361,1361,0.9279941219691403,0.9279941219691403
520,Italy,Luxembourg,1263,1361,1361,0.9279941219691403,0.9279941219691403
521,Italy,Malta,1263,1361,1361,0.9279941219691403,0.9279941219691403
522,Italy,Netherlands,1263,1361,1361,0.9279941219691403,0.9279941219691403
523,Italy,Poland,1263,1361,1361,0.9279941219691403,0.9279941219691403
524,Italy,Portugal,1263,1361,1361,0.9279941219691403,0.9279941219691403
525,Italy,Romania,1263,1361,1361,0.9279941219691403,0.9279941219691403
526,Italy,Slovakia,1263,1361,1361,0.9279941219691403,0.9279941219691403
527,Italy,Slovenia,1263,1361,1361,0.9279941219691403,0.9279941219691403
528,Italy,Spain,1263,1361,1361,0.9279941219691403,0.9279941219691403
529,Italy,Sweden,1263,1361,1361,0.9279941219691403,0.9279941219691403
530,Italy,United Kingdom,1263,1361,1361,0.9279941219691403,0.9279941219691403
531,Italy,Iceland,1263,1361,1361,0.9279941219691403,0.9279941219691403
532,Italy,Lichtenstein,1263,1361,1361,0.9279941219691403,0.9279941219691403
533,Italy,Norway,1263,1361,1361,0.9279941219691403,0.9279941219691403
1075,Italy,India,0,1361,20,0.0,0.0
1106,Italy,Iraq,0,1361,21,0.0,0.0
1137,Italy,Pakistan,0,1361,598,0.0,0.0
1168,Italy,Russia,0,1361,5184,0.0,0.0
1199,Italy,Saudi Arabia,0,1361,1380,0.0,0.0
1230,Italy,United Arab Emirates,3,1361,24537,0.002204261572373255,0.00012226433549333658
