,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
61,Slovakia,China,47,1361,15911,0.034533431300514325,0.00295393124253661
782,Slovakia,Austria,1263,1361,1361,0.9279941219691403,0.9279941219691403
783,Slovakia,Belgium,1263,1361,1361,0.9279941219691403,0.9279941219691403
784,Slovakia,Bulgaria,1263,1361,1361,0.9279941219691403,0.9279941219691403
785,Slovakia,Croatia,1263,1361,1361,0.9279941219691403,0.9279941219691403
786,Slovakia,Cyprus,1263,1361,1361,0.9279941219691403,0.9279941219691403
787,Slovakia,Czech Republic,1263,1361,1361,0.9279941219691403,0.9279941219691403
788,Slovakia,Denmark,1263,1361,1361,0.9279941219691403,0.9279941219691403
789,Slovakia,Estonia,1263,1361,1361,0.9279941219691403,0.9279941219691403
790,Slovakia,Finland,1263,1361,1361,0.9279941219691403,0.9279941219691403
791,Slovakia,France,1263,1361,1361,0.9279941219691403,0.9279941219691403
792,Slovakia,Germany,1263,1361,1361,0.9279941219691403,0.9279941219691403
793,Slovakia,Greece,1263,1361,1361,0.9279941219691403,0.9279941219691403
794,Slovakia,Hungary,1263,1361,1361,0.9279941219691403,0.9279941219691403
795,Slovakia,Ireland,1263,1361,1361,0.9279941219691403,0.9279941219691403
796,Slovakia,Italy,1263,1361,1361,0.9279941219691403,0.9279941219691403
797,Slovakia,Latvia,1263,1361,1361,0.9279941219691403,0.9279941219691403
798,Slovakia,Lithuania,1263,1361,1361,0.9279941219691403,0.9279941219691403
799,Slovakia,Luxembourg,1263,1361,1361,0.9279941219691403,0.9279941219691403
800,Slovakia,Malta,1263,1361,1361,0.9279941219691403,0.9279941219691403
801,Slovakia,Netherlands,1263,1361,1361,0.9279941219691403,0.9279941219691403
802,Slovakia,Poland,1263,1361,1361,0.9279941219691403,0.9279941219691403
803,Slovakia,Portugal,1263,1361,1361,0.9279941219691403,0.9279941219691403
804,Slovakia,Romania,1263,1361,1361,0.9279941219691403,0.9279941219691403
806,Slovakia,Slovenia,1263,1361,1361,0.9279941219691403,0.9279941219691403
807,Slovakia,Spain,1263,1361,1361,0.9279941219691403,0.9279941219691403
808,Slovakia,Sweden,1263,1361,1361,0.9279941219691403,0.9279941219691403
809,Slovakia,United Kingdom,1263,1361,1361,0.9279941219691403,0.9279941219691403
810,Slovakia,Iceland,1263,1361,1361,0.9279941219691403,0.9279941219691403
811,Slovakia,Lichtenstein,1263,1361,1361,0.9279941219691403,0.9279941219691403
812,Slovakia,Norway,1263,1361,1361,0.9279941219691403,0.9279941219691403
1084,Slovakia,India,0,1361,20,0.0,0.0
1115,Slovakia,Iraq,0,1361,21,0.0,0.0
1146,Slovakia,Pakistan,0,1361,598,0.0,0.0
1177,Slovakia,Russia,0,1361,5184,0.0,0.0
1208,Slovakia,Saudi Arabia,0,1361,1380,0.0,0.0
1239,Slovakia,United Arab Emirates,3,1361,24537,0.002204261572373255,0.00012226433549333658
